Date,Severity,Source,Type,Domain,Identifier,Info
2025-12-11,Medium,URLHaus,Malicious URL,dps-radar.cfd,https://dps-radar.cfd/download.php,"URLHaus ID: 3731445 | Threat: malware_download | Tags: apk , banker"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.sh4,"URLHaus ID: 3731375 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.arc,"URLHaus ID: 3731374 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/1.sh,"URLHaus ID: 3731373 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.x86,"URLHaus ID: 3731372 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.x86_64,"URLHaus ID: 3731371 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.arm7,"URLHaus ID: 3731370 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.arm,"URLHaus ID: 3731369 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.ppc,"URLHaus ID: 3731368 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.arm,"URLHaus ID: 3731386 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.m68k,"URLHaus ID: 3731385 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/pftp,"URLHaus ID: 3731357 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/wget,"URLHaus ID: 3731358 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/ftp,"URLHaus ID: 3731359 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/ntpd,"URLHaus ID: 3731360 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,High,Israel Cyber Directorate,CVE Vulnerability,gov.il,CVE-2025-55057,INCD advisory (Selenium scraping)
2025-12-11,High,Israel Cyber Directorate,CVE Vulnerability,gov.il,CVE-2025-55058,INCD advisory (Selenium scraping)
2025-12-11,High,Israel Cyber Directorate,CVE Vulnerability,gov.il,CVE-2025-55052,INCD advisory (Selenium scraping)
2025-12-11,High,Israel Cyber Directorate,CVE Vulnerability,gov.il,CVE-2025-55051,INCD advisory (Selenium scraping)
2025-12-11,Medium,URLHaus,Malicious URL,208.85.21.245,http://208.85.21.245/cloud/23172837484.ocx,"URLHaus ID: 3731337 | Threat: malware_download | Tags: ocx, opendir, WsgiDAV"
2025-12-11,Medium,URLHaus,Malicious URL,208.85.21.245,http://208.85.21.245/cloud/612672525.ocx,"URLHaus ID: 3731336 | Threat: malware_download | Tags: ocx, opendir, WsgiDAV"
2025-12-11,Medium,URLHaus,Malicious URL,cloudy.ink,http://cloudy.ink/cloud/612672525125525.ocx,"URLHaus ID: 3731335 | Threat: malware_download | Tags: ocx, opendir, WsgiDAV"
2025-12-11,Medium,URLHaus,Malicious URL,cloudy.ink,http://cloudy.ink/cloud/23172837484.ocx,"URLHaus ID: 3731334 | Threat: malware_download | Tags: ocx, opendir, WsgiDAV"
2025-12-11,Medium,URLHaus,Malicious URL,208.85.21.245,http://208.85.21.245/cloud/612672525125525.ocx,"URLHaus ID: 3731333 | Threat: malware_download | Tags: ocx, opendir, WsgiDAV"
2025-12-11,Medium,URLHaus,Malicious URL,cloudy.ink,http://cloudy.ink/cloud/612672525.ocx,"URLHaus ID: 3731332 | Threat: malware_download | Tags: ocx, opendir, WsgiDAV"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/debug,"URLHaus ID: 3731345 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.x86_64,"URLHaus ID: 3731344 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.arm6,"URLHaus ID: 3731343 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.arc,"URLHaus ID: 3731342 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.mpsl,"URLHaus ID: 3731341 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.m68k,"URLHaus ID: 3731340 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.arm7,"URLHaus ID: 3731339 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.x86,"URLHaus ID: 3731338 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,178.16.55.189,http://178.16.55.189/files/7782139129/5uETSes.exe,"URLHaus ID: 3731346 | Threat: malware_download | Tags: c2-monitor-auto, dropped-by-amadey"
2025-12-11,Medium,URLHaus,Malicious URL,joyeriatauro.com,https://joyeriatauro.com/modelo/c1i.exe,"URLHaus ID: 3731347 | Threat: malware_download | Tags: dropped-by-Stealc, jopa"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.sh4,"URLHaus ID: 3731348 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.mips,"URLHaus ID: 3731350 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/1.sh,"URLHaus ID: 3731349 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,joyeriatauro.com,https://joyeriatauro.com/modelo/v1d.exe,"URLHaus ID: 3731351 | Threat: malware_download | Tags: dropped-by-Stealc, jopa, Vidar"
2025-12-11,Medium,URLHaus,Malicious URL,45.131.64.176,http://45.131.64.176/sh,"URLHaus ID: 3731361 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.mips,"URLHaus ID: 3731384 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,kronicxleopard.win,http://kronicxleopard.win/bins/Labelloperc80.arm5,"URLHaus ID: 3731382 | Threat: malware_download | Tags: botnetdomain, mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/Photo.lnk,URLHaus ID: 3731443 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/Photo.scr,URLHaus ID: 3731428 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/forge/Video.lnk,URLHaus ID: 3731418 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/images/Video.lnk,URLHaus ID: 3731417 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/fonts/Photo.lnk,URLHaus ID: 3731416 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/images/Photo.lnk,URLHaus ID: 3731415 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/tesseract/lang-data/AV.lnk,URLHaus ID: 3731420 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/fonts/Photo.scr,URLHaus ID: 3731421 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/tesseract/Photo.scr,URLHaus ID: 3731422 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/forge/Video.scr,URLHaus ID: 3731423 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/tesseract/lang-data/AV.scr,URLHaus ID: 3731424 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/forge/Photo.scr,URLHaus ID: 3731425 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/AV.scr,URLHaus ID: 3731426 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/modules/AV.scr,URLHaus ID: 3731427 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/tesseract/AV.scr,URLHaus ID: 3731429 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,89.145.160.158,http://89.145.160.158/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.mpsl,"URLHaus ID: 3731381 | Threat: malware_download | Tags: mirai, opendir"
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/forge/AV.scr,URLHaus ID: 3731430 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/Video.scr,URLHaus ID: 3731432 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/Photo.scr,URLHaus ID: 3731431 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/modules/Photo.scr,URLHaus ID: 3731433 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/fonts/AV.scr,URLHaus ID: 3731434 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/Video.scr,URLHaus ID: 3731435 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/modules/Video.scr,URLHaus ID: 3731436 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/AV.scr,URLHaus ID: 3731437 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/tesseract/lang-data/Photo.scr,URLHaus ID: 3731438 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/tesseract/lang-data/Video.scr,URLHaus ID: 3731439 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/images/Photo.scr,URLHaus ID: 3731440 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/images/AV.scr,URLHaus ID: 3731441 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/fonts/Video.scr,URLHaus ID: 3731419 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/modules/AV.lnk,URLHaus ID: 3731413 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/images/AV.lnk,URLHaus ID: 3731414 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/tesseract/Video.lnk,URLHaus ID: 3731409 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,nova.quartzkip.ru,https://nova.quartzkip.ru/0imwhftd,URLHaus ID: 3731387 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,41.231.37.153,http://41.231.37.153/rondo.lol,URLHaus ID: 3731388 | Threat: malware_download | Tags: ua-wget
2025-12-11,Medium,URLHaus,Malicious URL,60.16.64.100,http://60.16.64.100:48034/i,"URLHaus ID: 3731389 | Threat: malware_download | Tags: 32-bit, elf, Mozi"
2025-12-11,Medium,URLHaus,Malicious URL,115.63.203.206,http://115.63.203.206:49957/i,"URLHaus ID: 3731390 | Threat: malware_download | Tags: 32-bit, elf, Mozi"
2025-12-11,Medium,URLHaus,Malicious URL,123.11.15.200,http://123.11.15.200:39168/i,"URLHaus ID: 3731391 | Threat: malware_download | Tags: 32-bit, elf, Mozi"
2025-12-11,Medium,URLHaus,Malicious URL,42.5.174.22,http://42.5.174.22:38393/i,"URLHaus ID: 3731392 | Threat: malware_download | Tags: 32-bit, elf, Mozi"
2025-12-11,Medium,URLHaus,Malicious URL,110.37.0.211,http://110.37.0.211:52427/i,"URLHaus ID: 3731393 | Threat: malware_download | Tags: 32-bit, elf, mirai, Mozi"
2025-12-11,Medium,URLHaus,Malicious URL,178.16.55.189,http://178.16.55.189/files/7359455182/Chh4IXl.exe,"URLHaus ID: 3731394 | Threat: malware_download | Tags: c2-monitor-auto, dropped-by-amadey"
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/tesseract/lang-data/Photo.lnk,URLHaus ID: 3731398 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/tesseract/lang-data/Video.lnk,URLHaus ID: 3731397 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/tesseract/Photo.lnk,URLHaus ID: 3731396 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/tesseract/AV.lnk,URLHaus ID: 3731395 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/Photo.lnk,URLHaus ID: 3731408 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/fonts/AV.lnk,URLHaus ID: 3731407 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/AV.lnk,URLHaus ID: 3731406 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/fonts/Video.lnk,URLHaus ID: 3731405 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/AV.lnk,URLHaus ID: 3731404 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/Video.lnk,URLHaus ID: 3731403 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/Video.lnk,URLHaus ID: 3731402 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/modules/Video.lnk,URLHaus ID: 3731401 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/modules/Photo.lnk,URLHaus ID: 3731400 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/forge/AV.lnk,URLHaus ID: 3731399 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/images/Video.scr,URLHaus ID: 3731412 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/forge/Photo.lnk,URLHaus ID: 3731411 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,182.143.113.175,http://182.143.113.175:81/assets/tesseract/Video.scr,URLHaus ID: 3731410 | Threat: malware_download | Tags: CoinMiner
2025-12-11,Medium,URLHaus,Malicious URL,103.77.241.135,http://103.77.241.135/hiddenbin/Space.x86,"URLHaus ID: 3731556 | Threat: malware_download | Tags: elf, ua-wget"
2025-12-11,High,Israel Cyber Directorate,CVE Vulnerability,gov.il,CVE-2025-55056,INCD advisory (Selenium scraping)
2025-12-11,Medium,URLHaus,Malicious URL,joke.ha1fakos0l.ru,https://joke.ha1fakos0l.ru/z5r08dd1,URLHaus ID: 3731564 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,github.com,https://github.com/Oluwarotimi84/Chibi-Clash-Crypto-Bot-Crypto-Game-Auto-Farm-Clicker-Cheat-Token-Hack-Api/releases/download/v2.4.3/ChibiClashCryptoBotAutoFarmV2.4.3.zip,"URLHaus ID: 3731581 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,178.16.55.189,http://178.16.55.189/files/5297474040/mAOtbuD.exe,"URLHaus ID: 3731566 | Threat: malware_download | Tags: c2-monitor-auto, dropped-by-amadey"
2025-12-11,Medium,URLHaus,Malicious URL,dxl08.ch2rmsan1nst.ru,https://dxl08.ch2rmsan1nst.ru/x0138s94,URLHaus ID: 3731593 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,drive.google.com,https://drive.google.com/uc?export=download&id=1zJMjKJzFHWtxatuFTYcoGWO9Wc8uTYXP,"URLHaus ID: 3731591 | Threat: malware_download | Tags: encrypted, GuLoader"
2025-12-11,Medium,URLHaus,Malicious URL,qxn.ch2rmsan1nst.ru,https://qxn.ch2rmsan1nst.ru/dro3gf0u,URLHaus ID: 3731589 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,qxn.ch2rmsan1nst.ru,https://qxn.ch2rmsan1nst.ru/3lw45g6e,URLHaus ID: 3731590 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,mint.ch2rmsan1nst.ru,https://mint.ch2rmsan1nst.ru/sr6ycd0k,URLHaus ID: 3731588 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,5r.ch2rmsan1nst.ru,https://5r.ch2rmsan1nst.ru/ir2p9td8,URLHaus ID: 3731587 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,5r.ch2rmsan1nst.ru,https://5r.ch2rmsan1nst.ru/r6dtrd84,URLHaus ID: 3731586 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,github.com,https://github.com/arnoldjensen/Seekers-of-Tokane-Cheat-Crypto-Bot-Auto-Farm-Clicker-Game-Api-Hack/releases/download/v1.0/Release.zip,"URLHaus ID: 3731585 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,github.com,https://github.com/quimicarobot/Tomarket-Hack-Game-Bot-Auto-Farm-Clicker-Crypto-Telegram-Api-Cheat/releases/download/v2.1.2/Tomarket.Hack.Game.Bot.Auto.Farm.Clicker.Crypto.Telegram.Api.Cheat.v2.1.2.zip,"URLHaus ID: 3731584 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,178.16.55.189,http://178.16.55.189/files/7952516244/LrbvwW4.exe,"URLHaus ID: 3731583 | Threat: malware_download | Tags: c2-monitor-auto, dropped-by-amadey"
2025-12-11,Medium,URLHaus,Malicious URL,github.com,https://github.com/joejoejoejoejoejoejoejoejoejoejoejojo/Common-Ground-World-Crypto-Bot-Crypto-Game-Auto-Farm-Clicker-Cheat-Api/releases/download/3.1.4-alpha.4/Release.3.1.4-alpha.4.zip,"URLHaus ID: 3731582 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,github.com,https://github.com/PSHNIM/AntiAutoFish/releases/download/v1.0/Application.zip,"URLHaus ID: 3731580 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,dxl08.ch2rmsan1nst.ru,https://dxl08.ch2rmsan1nst.ru/zdm7idbl,URLHaus ID: 3731592 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,charm.ist0mpi1e.ru,https://charm.ist0mpi1e.ru/7oc5wvxa,URLHaus ID: 3731579 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,soft.ha1fakos0l.ru,https://soft.ha1fakos0l.ru/ka73pzc8,URLHaus ID: 3731571 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,178.16.55.189,http://178.16.55.189/files/5297474040/cH6ouME.exe,"URLHaus ID: 3731565 | Threat: malware_download | Tags: c2-monitor-auto, dropped-by-amadey"
2025-12-11,Medium,URLHaus,Malicious URL,charm.ist0mpi1e.ru,https://charm.ist0mpi1e.ru/3l1qbcmr,URLHaus ID: 3731578 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,178.16.55.189,http://178.16.55.189/files/7952516244/PQhnEqX.exe,"URLHaus ID: 3731568 | Threat: malware_download | Tags: c2-monitor-auto, dropped-by-amadey"
2025-12-11,Medium,URLHaus,Malicious URL,archive.org,http://archive.org/download/optimized_msi_20251117/optimized_MSI.png,URLHaus ID: 3731569 | Threat: malware_download | Tags: No tags
2025-12-11,Medium,URLHaus,Malicious URL,soft.ha1fakos0l.ru,https://soft.ha1fakos0l.ru/3b8d5xdp,URLHaus ID: 3731570 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,80.64.16.241,http://80.64.16.241/unk.sh,URLHaus ID: 3731567 | Threat: malware_download | Tags: miner
2025-12-11,Medium,URLHaus,Malicious URL,wild.ist0mpi1e.ru,https://wild.ist0mpi1e.ru/sn2yzbok,URLHaus ID: 3731573 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,5b.ist0mpi1e.ru,https://5b.ist0mpi1e.ru/dmg97llf,URLHaus ID: 3731574 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,5b.ist0mpi1e.ru,https://5b.ist0mpi1e.ru/s3gj02kh,URLHaus ID: 3731575 | Threat: malware_download | Tags: ClearFake
2025-12-11,Medium,URLHaus,Malicious URL,github.com,https://github.com/PSHNIM/AntiAutoFish/releases/download/v2.0/Software.zip,"URLHaus ID: 3731577 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,github.com,https://github.com/arnoldjensen/Seekers-of-Tokane-Cheat-Crypto-Bot-Auto-Farm-Clicker-Game-Api-Hack/releases/download/v2.0/Software.zip,"URLHaus ID: 3731576 | Threat: malware_download | Tags: SmartLoader, zip"
2025-12-11,Medium,URLHaus,Malicious URL,wild.ist0mpi1e.ru,https://wild.ist0mpi1e.ru/nguk0e0i,URLHaus ID: 3731572 | Threat: malware_download | Tags: ClearFake
2025-12-10,Medium,URLHaus,Malicious URL,github.com,https://github.com/kesslyy27/Temp-Spoofer-LifeTime/raw/refs/heads/main/TempSpoofer.exe,"URLHaus ID: 3731238 | Threat: malware_download | Tags: exe, Vidar"
2025-12-10,Medium,URLHaus,Malicious URL,github.com,https://github.com/uffelth/FiveM-Spoofer/raw/refs/heads/main/CFXBypass.exe,"URLHaus ID: 3731241 | Threat: malware_download | Tags: exe, Vidar"
2025-12-10,Medium,URLHaus,Malicious URL,github.com,https://github.com/h0nneyl/Temp-Spoofer-LifeTime/raw/refs/heads/main/TempSpoofer.exe,"URLHaus ID: 3731240 | Threat: malware_download | Tags: exe, Vidar"
2025-12-10,Medium,URLHaus,Malicious URL,github.com,https://github.com/recctan1o/FiveM-Spoofer/raw/refs/heads/main/CFXBypass.exe,"URLHaus ID: 3731239 | Threat: malware_download | Tags: exe, Vidar"
2025-12-10,Medium,URLHaus,Malicious URL,github.com,https://github.com/n01liey/FiveM-Spoofer/raw/refs/heads/main/CFXBypass.exe,"URLHaus ID: 3731236 | Threat: malware_download | Tags: exe, Vidar"
2025-12-10,Medium,URLHaus,Malicious URL,github.com,https://github.com/calldur/FortniteSpoofer/raw/refs/heads/main/TempSpoofer.exe,"URLHaus ID: 3731237 | Threat: malware_download | Tags: exe, Vidar"
2025-12-10,Medium,URLHaus,Malicious URL,qmmj.gl1mmerset.ru,https://qmmj.gl1mmerset.ru/1hbvg3w3,URLHaus ID: 3731235 | Threat: malware_download | Tags: ClearFake
2025-12-10,Medium,URLHaus,Malicious URL,github.com,https://github.com/clarrs/Monotone-HWID-Spoofer/raw/refs/heads/main/Monotone.exe,"URLHaus ID: 3731234 | Threat: malware_download | Tags: exe, Vidar"
2025-12-10,Medium,URLHaus,Malicious URL,github.com,https://github.com/rawwyh/FiveM-Spoofer/raw/refs/heads/main/CFXBypass.exe,"URLHaus ID: 3731233 | Threat: malware_download | Tags: exe, Vidar"
2025-12-10,Medium,URLHaus,Malicious URL,github.com,https://github.com/arcellys/FiveM-Spoofer/raw/refs/heads/main/CFXBypass.exe,"URLHaus ID: 3731243 | Threat: malware_download | Tags: exe, Vidar"
